id,text,anger,fear,joy,sadness,surprise
eng_train_track_b_00231_aug,['it comprise funny because one thought i broke my arm'],0,1,1,0,1
eng_train_track_b_00232_aug,['idk why my middle simply got really watery and i felt really scare away and felt so suffer all of a sudden'],0,3,0,2,1
eng_train_track_b_00233_aug,['i did nt deglutition cause my lungs were giving me trouble but the rest did'],0,2,0,0,0
eng_train_track_b_00234_aug,['my inwardness melted'],0,0,2,0,0
eng_train_track_b_00235_aug,['weird guy to articulate the least'],0,1,0,0,1
eng_train_track_b_00236_aug,['even with an armed officer of the law at my back information technology was a bit redoubtable to open the straw man door'],0,2,0,0,0
eng_train_track_b_00237_aug,['the outer correct side be throbbing in pain and shooting up to my ankle'],0,2,0,2,0
eng_train_track_b_00238_aug,['my heart begin pounding as my eyes scroll up the dress and it equal scarlett'],0,1,0,0,1
eng_train_track_b_00239_aug,['i know that flavour'],0,0,1,1,0
eng_train_track_b_00240_aug,['i will suffer sleep'],0,2,0,1,0
eng_train_track_b_00241_aug,['then we finally see what was going on'],0,1,1,0,2
eng_train_track_b_00242_aug,['one jumped up madly the receptionist vagabond an odd glance toward me and some last users stared and looked at my hands'],0,2,0,0,0
eng_train_track_b_00243_aug,['when they are close me i either scream or my mind goes clean and one saw whatever pops into my head no seriously its kind of sad'],0,1,0,2,0
eng_train_track_b_00244_aug,['for dessert and coffee we hold out to another cafe down the street'],0,0,1,0,0
eng_train_track_b_00245_aug,['awkward lunch time sometimes i think my mouth just kinda glues shut on maine'],0,1,0,1,0
eng_train_track_b_00246_aug,['my head looked up automatically and the 1st person out of the others out there one saw him'],0,1,0,0,1
eng_train_track_b_00247_aug,['i played around in the water haha just my feet in the weewee though information technology was besides cold'],0,0,1,0,0
eng_train_track_b_00248_aug,['first college room first mate ever'],0,0,1,0,1
eng_train_track_b_00249_aug,['and i cant breath through my nozzle'],0,1,0,0,0
eng_train_track_b_00250_aug,['my head poked out of the grass again trip up sight of the men draw close my post only about fifteen yards'],0,2,0,1,0
eng_train_track_b_00251_aug,['it be mutually beneficial'],0,0,1,0,0
eng_train_track_b_00252_aug,['telling maine im going to hell'],2,2,0,1,0
eng_train_track_b_00253_aug,['only in my foot'],0,0,0,0,0
eng_train_track_b_00254_aug,['i need to learn about you communicate with you'],0,0,1,0,0
eng_train_track_b_00255_aug,['i.d. just started a new character on a dissimilar world than i usually play on and then this guy wants to conjoin my party'],0,1,1,0,1
eng_train_track_b_00256_aug,['amused so yeah i broke my nose playing flag football game yesterday'],0,0,0,1,0
eng_train_track_b_00257_aug,['his last days follow spent in a conoid'],0,0,0,2,0
eng_train_track_b_00258_aug,['1 didnt posting either that i was still sitting on the floor the carpeting convention branded on my knees'],0,0,0,1,0
eng_train_track_b_00259_aug,['im very rattling pale and any bandages like that stick out like a dark chocolate brown mar'],0,1,0,1,0
eng_train_track_b_00260_aug,['plus my knees look more hardcore in bootleg and blue'],0,0,1,0,0
eng_train_track_b_00261_aug,['my hands are normally nerveless and i defend them spouting cold hands warm heart'],0,0,1,0,0
eng_train_track_b_00262_aug,['there were dozens of us crying screaming operating theatre in jounce'],0,3,0,3,1
eng_train_track_b_00263_aug,['3woke up from a horrible aspiration of my passe boyfriend with his new girlfriend'],1,2,0,2,0
eng_train_track_b_00264_aug,['my throat is at once only a dull ache as i nanny said streptococcic throat is the pharynx you dont forget boy was she right'],0,1,0,1,0
eng_train_track_b_00265_aug,['i arrest a couple times to stretch verboten my calves and quads'],0,0,0,0,0
eng_train_track_b_00266_aug,['my tum is all extinct of whack'],0,2,0,0,0
eng_train_track_b_00267_aug,['they are so pillowy that when ane sustain in the car while she cheers at me she actually lifts her fat pillow let me sit next to her and then drop her immense mountain of fat on my thigh'],0,0,0,0,0
eng_train_track_b_00268_aug,['i pulled it up even so heard the gushing sound so i turn my head and the other one stopped immediately'],0,1,0,0,0
eng_train_track_b_00269_aug,['the house is junk'],1,1,0,2,0
eng_train_track_b_00270_aug,['they immediately started frivol away meth and diacetylmorphine'],1,3,0,2,1
eng_train_track_b_00271_aug,['scary going upwards but terrifying going down into awful la traffic'],0,3,0,0,0
eng_train_track_b_00272_aug,['the persona my grandfather said be broken and would conduct to his doom was broken'],0,2,0,2,1
eng_train_track_b_00273_aug,['we first met hatred was in my eyes i didnt want anything to come with you lies'],2,1,0,1,0
eng_train_track_b_00274_aug,['most ive met off craigslist'],0,1,0,0,1
eng_train_track_b_00275_aug,['i had been awake'],0,1,0,0,1
eng_train_track_b_00276_aug,['we wanted to put off going down route thumper never went through without being hit well we had excessively anyway'],0,2,0,0,0
eng_train_track_b_00277_aug,['i had an ant crawling on my elbow just now and i flicked him sour'],0,1,0,0,0
eng_train_track_b_00278_aug,['in the back of my head i was like enceinte'],0,0,0,0,0
eng_train_track_b_00279_aug,['she commented on everything that went into my mouth'],1,0,0,0,0
eng_train_track_b_00280_aug,['i feel a gun pressed against my forehead and looked up'],0,3,0,0,1
eng_train_track_b_00281_aug,['threw my underwear away in their kitchen garbage'],0,1,0,0,1
eng_train_track_b_00282_aug,['iodine take to the woods to grab my friend only to see him dancing with another asian girl'],2,0,0,1,2
eng_train_track_b_00283_aug,['i feel my head hurting and the adjacent thing i have it off schools over im in the front of it with him and traci and hes pointing a finger at me and sortofyellingsortoftalking and say you faker'],1,2,0,2,1
eng_train_track_b_00284_aug,['she was brazilian or chinese or something unearthly'],0,1,0,0,1
eng_train_track_b_00285_aug,['so stop shoving give away downward my pharynx and into my head'],3,1,0,0,0
eng_train_track_b_00286_aug,['one felt him press his face to my hair and start to whisper assuasive things at pine tree state but i yet couldnt hear anything but the pounding of my sum'],0,3,0,0,0
eng_train_track_b_00287_aug,['despite my anxiousness you were there with me diligently working in my heart strip me of all of my pretense scourging me of all of my arrogance revealing each of my selfserving ways which sustain made my aliveness a barren'],0,1,1,1,0
eng_train_track_b_00288_aug,['indeed i decide to just lean against the rail and fume my cigarette with a stupid look on my face'],0,0,0,0,0
eng_train_track_b_00289_aug,['thus many people from my category sustain seen soul in the reflexion always in the same place matching the same description'],0,2,0,0,2
eng_train_track_b_00290_aug,['the two proceeded to grab my organic structure one at the knee and the other at my shoulder'],0,1,0,0,0
eng_train_track_b_00291_aug,['my eyes were glassed all over'],0,1,0,1,0
eng_train_track_b_00292_aug,['one day during practice the question be read finish the opening line of the traditional american song which begin i wish i be'],0,0,0,0,1
eng_train_track_b_00293_aug,['i just happened to give the stresses and frustrations that most kids credibly have with school parents new friends in my eye'],0,2,0,2,0
eng_train_track_b_00294_aug,['to this twenty four hour period be still not too certain of where it came from'],0,2,0,0,2
eng_train_track_b_00295_aug,['they accommodate the intended recipient just are entirely too big for my metrical foot'],0,0,0,1,0
eng_train_track_b_00296_aug,['approximately two calendar week ago i thought i pulled a muscle in my calf'],0,1,0,1,0
eng_train_track_b_00297_aug,['xrays do not show soft tissue legal injury and i know my osseous tissue were fine'],0,0,0,0,0
eng_train_track_b_00298_aug,['i recollect swinging on the swings one day when i was in simple shoal'],0,0,2,0,0
eng_train_track_b_00299_aug,['this event happened after the state of war but before the rampart pop off up'],0,0,0,0,1
eng_train_track_b_00300_aug,['made common sense they removed all identifiable selective information'],0,0,0,0,1
eng_train_track_b_00301_aug,['one time we got them all back into the room one little girl the youngest of this group roughly pushed a little boy who was standing cheeseparing me 1 make up sitting with my legs blocking the doorway into the threshold jamb in her attempt to find out'],0,1,0,0,1
eng_train_track_b_00302_aug,['they were extremely stuffy'],0,0,1,0,0
eng_train_track_b_00303_aug,['iodin tried to press but i received a strong hit on my back of the head and everything around became so dark'],2,3,0,2,1
eng_train_track_b_00304_aug,['my eyes are halfclosed heavy from the john barleycorn and non sleepin merely still theyre watchful of the tender who they suspect of fueling the glass every fourth dimension i impart to make'],0,1,0,0,0
eng_train_track_b_00305_aug,['my throat finger like i was pop off down raging spiked coals'],0,3,0,1,0
eng_train_track_b_00306_aug,['i too brought my bike to the beach and held information technology over my oral sex standing in the ocean'],0,0,0,0,0
eng_train_track_b_00307_aug,['i had no strength to arrive at for information technology although i starve for itsince the hot body of water stopped flushing my skin i feel icy needles and blades of cold air attacking my skin'],0,3,0,2,0
eng_train_track_b_00308_aug,['still numbthe numbness never get out my arm it was disturbed'],0,2,0,1,0
eng_train_track_b_00309_aug,['the line live dead'],0,1,0,1,1
eng_train_track_b_00310_aug,['my limbs wouldnt move properly then wind'],0,3,0,2,0
eng_train_track_b_00311_aug,['we all refer to it as the witch screaming and to this day i have no musical theme what made it'],0,2,0,0,3
eng_train_track_b_00312_aug,['he ended astir skidding down pat the bark and come up raw the insides of his thighs'],0,2,0,1,1
eng_train_track_b_00313_aug,['the room smells similar a rotting corpse so its tight'],1,2,0,1,0
eng_train_track_b_00314_aug,['my friends equal amazed none the less'],0,0,2,0,2
eng_train_track_b_00315_aug,['i cant bend dexter or twist my head and no lifting anything terminated 10 pounds'],0,2,0,1,0
eng_train_track_b_00316_aug,"[""i met my best distaff supporter on omegle she lives 3000 miles away from me and we have ne'er met""]",0,1,2,0,1
eng_train_track_b_00317_aug,['my heart is aching today'],0,1,0,2,0
eng_train_track_b_00318_aug,['after the half daylight practice on wednesday my arms were literally fateful and blue'],0,1,0,2,0
eng_train_track_b_00319_aug,['i tried my best to keep my revulsion hidden for things like that tend to turn my stomach especially when the vendors claim that it be art'],0,1,0,1,0
eng_train_track_b_00320_aug,['we never said anything just simply continued home'],0,0,0,1,0
eng_train_track_b_00321_aug,['standing in court on my 23rd birthday being sentenced be the most ball shattering terrifying moment of my life'],0,3,0,2,1
eng_train_track_b_00322_aug,['my ankles represent cuffed together and then pulled ended my head and secured to the rear of the fence as considerably catching my heels in the chain link fence'],1,2,0,1,0
eng_train_track_b_00323_aug,['then my heart dropped'],0,2,0,2,0
eng_train_track_b_00324_aug,['information technology made me lose my balance and single had to lean against the cake and grab my head'],0,2,0,0,0
eng_train_track_b_00325_aug,['so i equal from a science background and analyze everything skeptically'],0,0,0,0,0
eng_train_track_b_00326_aug,['so it begin to snow hard'],0,1,0,0,1
eng_train_track_b_00327_aug,['i seek to punch him but my coat of arms were tied behind my back'],2,2,0,0,0
eng_train_track_b_00328_aug,['midway school the entire eighth grade class had to do this thing call a cultural fair where we research our lineagecultural roots and present it after schooling at night for all families to see'],0,1,1,0,0
eng_train_track_b_00329_aug,['really i remember a couple of niggling snipping at some point my bureau hurting really bad and my throat be sore'],0,1,0,2,0
eng_train_track_b_00330_aug,['which means 1 keep thinking astir filing down or knocking off part of my tooth'],0,1,0,0,0
eng_train_track_b_00331_aug,['i sure as shooting didnt'],0,0,0,0,0
eng_train_track_b_00332_aug,['my skin blossomed in red faced blister from the tape and from the places where the weather sheet be wrinkled against maine such a princess and the pea thing i know just fascinating to the medical staff world health organization declared me to have bizarrely soft skin'],0,1,0,1,0
eng_train_track_b_00333_aug,['i was even naked'],0,2,0,0,1
eng_train_track_b_00334_aug,['additionally there represent snow on the footing outdoor but we found no footprints around the house and no mud or water in the kitchen where the intruder had be walking'],0,2,0,0,2
eng_train_track_b_00335_aug,['sorry i missed you shout you afterwards'],0,0,1,0,0
eng_train_track_b_00336_aug,['never escort the kid again'],0,0,0,1,0
eng_train_track_b_00337_aug,['it was very unearthly'],0,1,0,0,1
eng_train_track_b_00338_aug,['he wrapped his little finger around mine and my heart fade'],0,0,3,0,0
eng_train_track_b_00339_aug,['i suppose its more like i want to write it down so its non trapped inside my chief when i give way'],0,1,0,2,0
eng_train_track_b_00340_aug,['double i aim it in my hands but it slipped out and bashed itself into the window again'],1,1,0,0,0
eng_train_track_b_00341_aug,['white male center aged male pattern baldness coke bottle glasses'],0,0,0,0,0
eng_train_track_b_00342_aug,['a fire struck come out at my thumb and body and ace was taken back by great surprisal'],0,1,0,0,3
eng_train_track_b_00343_aug,['be stock still my heart'],0,0,1,0,1
eng_train_track_b_00344_aug,['this shrapnel bomb shatter the pieces of plastic into my face and leg'],1,3,0,2,1
eng_train_track_b_00345_aug,"[""i also recall the pendent campfires and information technology be what inspired me for almost a year to tape pieces of mirror under my eyes so i could pretend iodin was walk on the ceilings though i e'er got a bit freaked out when iodine walked outside""]",0,1,0,0,0
eng_train_track_b_00346_aug,['one closed my oculus and more tears glide down my cheeks'],0,0,0,3,0
eng_train_track_b_00347_aug,['iodin was walking next to the truck on one of those raised cementum check bumper when my ankle folded in half'],0,2,0,2,0
eng_train_track_b_00348_aug,['thats pretty creepy'],0,2,0,0,1
eng_train_track_b_00349_aug,['of course he realizes what she actually say after the fact'],0,0,1,0,1
eng_train_track_b_00350_aug,['geez and im having a hard enough time paying for my own weddinganyway atomic number 53 checked flights afterwards in the week only to almost rout my eyes out when i saw how much flight were straightaway lead for'],1,1,0,0,0
eng_train_track_b_00351_aug,['im keeping my finger and toes crossed for both of them'],0,1,1,0,0
eng_train_track_b_00352_aug,['the blame also easy to place on my berm'],1,0,0,1,0
eng_train_track_b_00353_aug,['i as well wrote down on a piece of paper you are fascinating'],0,0,2,0,0
eng_train_track_b_00354_aug,['good come to know i slip on the egde of the consortium i do this twist action thing hit my hip or leg on the slope of the pool and and so fell in with all of my clothes on'],0,2,0,0,1
eng_train_track_b_00355_aug,['my shoulder joint ached but move all right and i felt a tightness on my neck'],0,1,0,0,0
eng_train_track_b_00356_aug,['i keep looking around me and it appear each prison term i do i find more thanksgiving that have get long lost answers spread over the forgotten want of my heart'],0,0,1,0,0
eng_train_track_b_00357_aug,['represent information technology too hard to forget someone from the preceding i wish i could but its rattling hard i mean my heart is too big and one have to much room'],0,0,0,2,0
eng_train_track_b_00358_aug,['fox arose from his limp sleep and drank cold water from my eyes'],0,0,0,1,0
eng_train_track_b_00359_aug,['one stop and wait'],0,1,0,0,0
eng_train_track_b_00360_aug,['i enounce cool how did helium meet her'],0,0,1,0,1
eng_train_track_b_00361_aug,['the funeral home has since been close down'],0,1,0,2,1
eng_train_track_b_00362_aug,['i want to tell him only im not ready to be lectured and have my head masticate off'],2,2,0,0,0
eng_train_track_b_00363_aug,['it leave both my hands free to represent able to type'],0,0,1,0,0
eng_train_track_b_00364_aug,['my learning ability been cooking improving too many ideas that i cant still write out for future reference'],0,1,0,0,0
eng_train_track_b_00365_aug,['i have never exist so humiliated'],0,1,0,2,0
eng_train_track_b_00366_aug,['ill pay you back'],0,0,1,0,0
eng_train_track_b_00367_aug,['this do not seem to be a malicious emotional state just curious'],0,1,0,0,1
eng_train_track_b_00368_aug,['the mineral pitch was thus hot it have burned the balls of my feet to the point of blistering from standing on it'],1,2,0,0,0
eng_train_track_b_00369_aug,['in order to buy food at the fete you have to rifle to a collapsible shelter and buy food just the ticket'],0,0,0,0,0
eng_train_track_b_00370_aug,['broke up a act later pretty sure she wasis bipolar'],1,1,0,2,0
eng_train_track_b_00371_aug,['i remembered how i dragged his box into the bedroom and the room we had fallen asleep unitedly my arm dangling over the side of the bed to comfort him'],0,0,1,0,0
eng_train_track_b_00372_aug,['my friend set me up on a unsighted date with this cleaning lady'],0,1,1,0,1
eng_train_track_b_00373_aug,['i have a temperature stomach cramps and a rash all over my chest and tree trunk'],0,1,0,2,0
eng_train_track_b_00374_aug,['and probably murder me'],0,3,0,0,0
eng_train_track_b_00375_aug,['i went up on stage and let the cat out of the bag my heart out and afterwards signal up to sing another song dynasty with becca ala we ran out of time and though ane dont know any dance move i got a bit of a rythm so it was all good'],0,0,2,0,0
eng_train_track_b_00376_aug,['melancholy i got up for work this good morning and turn on the news like usual but i heard a story that stop my core and brought me to tears'],0,1,0,3,0
eng_train_track_b_00377_aug,['and now my lips be seal'],0,0,0,0,0
eng_train_track_b_00378_aug,['1 could non believe how fast information technology went considering i had to stay on my back the whole labor'],0,1,0,0,1
eng_train_track_b_00379_aug,['i first had weakness in my remaining helping hand and gradually lost the use of my hands arm and leg'],0,2,0,3,0
eng_train_track_b_00380_aug,['heartbreak does funny things'],0,1,0,2,1
eng_train_track_b_00381_aug,['information technology wasnt easy i told myself i was operate poor of breaths and i believed my face was red and and then pale or was it the other way beat'],0,2,0,1,0
eng_train_track_b_00382_aug,['i put my hands over my face and kick the bucket back into my room'],0,1,0,1,0
eng_train_track_b_00383_aug,"[""but i really do have intercourse it is my kernel speaking through me and i am being taken o'er by the heart and not the mind i finger inspired""]",0,0,2,0,0
eng_train_track_b_00384_aug,['that be a 16 hour day 19 for most people except i draw a muscle in my back and couldnt movement without being in excruciating pain'],0,2,0,2,0
eng_train_track_b_00385_aug,['i be just determined to do it got my head down and went forwards with it'],0,0,1,0,0
eng_train_track_b_00386_aug,['whatever be stuffing up my chief yesterday moved into my chest'],0,1,0,1,0
eng_train_track_b_00387_aug,['ah internet dating its a merriment world'],0,0,1,0,0
eng_train_track_b_00388_aug,['with this holy oath ace set my foot upon the way of life the druids way and i vow to do my dedication knit stitch'],0,0,1,0,0
eng_train_track_b_00389_aug,['i decide to stay awake and hardly well sit on my laptop'],0,0,0,0,0
eng_train_track_b_00390_aug,['that was 21 year ago'],0,0,0,1,0
eng_train_track_b_00391_aug,['helium incur somewhat fucking scared and started sprinting away from me'],0,3,0,0,1
eng_train_track_b_00392_aug,['ace caught a quite a few ripable i and was truly relishing the new board under my feet'],0,0,2,0,0
eng_train_track_b_00393_aug,['drape pull back i shield my eyes for a consequence glare adjustment then neon colour race over my face slackjawed openmouthed awe'],0,0,1,0,2
eng_train_track_b_00394_aug,['so 1 move to the doctor and i tell him astir getting the sharp pain in my back and how that hasnt gone away and how my hand is dead'],0,2,0,0,0
eng_train_track_b_00395_aug,['i give up the ghost to modern york city astir once a year to visit family'],0,0,1,0,0
eng_train_track_b_00396_aug,['the children felt like they were being told telepathically that there was great risk forrader'],0,3,0,0,2
eng_train_track_b_00397_aug,['information technology was 1145 postmortem when my cell phone buzzed in my scoop and my eye fluttered open'],0,0,0,0,1
eng_train_track_b_00398_aug,['more word as soon as one can get my head around it'],0,1,0,0,0
eng_train_track_b_00399_aug,['the future day the drain clog up'],1,0,0,0,0
eng_train_track_b_00400_aug,['and all of the other day by day dramatic play that are taking up the forefront of my mind jobs and friend and family and bills and coke and more about the jobs all of these things are nothing to my heart which just keep on beating keep on do its job'],0,0,0,0,0
eng_train_track_b_00401_aug,['information technology be a weird feeling building up in my chest and my head and then it all switched and one couldnt call on it backseriously try itfirst of all i set forth off rightbrained'],0,1,0,0,1
eng_train_track_b_00402_aug,['out of my sass came i didnt see creepy first of all my brain do not process that i was try out to yet say anything'],0,2,0,0,1
eng_train_track_b_00403_aug,['the blast grew strong and stronger till i felt i was about to be raise from my feet'],0,1,0,0,1
eng_train_track_b_00404_aug,['i be taken away and never see him get up'],0,2,0,3,0
eng_train_track_b_00405_aug,['i submit his word of god for it and close my eyes'],0,0,0,0,0
eng_train_track_b_00406_aug,['you can tell he put a lot of clip into it'],0,0,1,0,0
eng_train_track_b_00407_aug,['her are a few things that went done my headway'],0,1,0,0,0
eng_train_track_b_00408_aug,['her hair a mess and her words strained'],0,1,0,2,0
eng_train_track_b_00409_aug,['more funny than creepy be on this english of the story'],0,1,2,0,1
eng_train_track_b_00410_aug,['nobody had lived there in a rattling very long time'],0,1,0,1,1
eng_train_track_b_00411_aug,['grandma leaned forward let taboo a suspiration of sculptural relief and died'],0,1,0,3,1
eng_train_track_b_00412_aug,['i have to go deep in myself not to walk drink down the conversant streets in my head'],0,2,0,1,0
eng_train_track_b_00413_aug,['my eyes scanned the plaza look for cody and i receive him wrestling on the sand with monkey boy for a volleyball'],0,0,1,0,0
eng_train_track_b_00414_aug,['single cant stand the gelatinous tomato soup bit or the quaggy noodle letters or the gustation'],2,1,0,0,0
eng_train_track_b_00415_aug,['i birth worked and my hands still hurt and all sort of bullshit faineant cleo reasons for non going out and having fun when 1 have time'],1,1,0,1,0
eng_train_track_b_00416_aug,['both times catastrophically embarrassing for pine tree state'],0,2,0,2,0
eng_train_track_b_00417_aug,['there are just 2 small parts that stick out in my head and make maine thus well chosen'],0,0,3,0,0
eng_train_track_b_00418_aug,['one could not pass over the smile off my face'],0,0,3,0,0
eng_train_track_b_00419_aug,['unity make up so eager and excited to leave to the point i had butterfly in my stomach'],0,0,2,0,0
eng_train_track_b_00420_aug,['my eyes popped open and logic dictated that iodin should countenance her go'],0,1,0,0,1
eng_train_track_b_00421_aug,['i be horribly mistaken'],0,1,0,2,1
eng_train_track_b_00422_aug,['helium looked completely lost'],0,2,0,2,0
eng_train_track_b_00423_aug,['i cleaned naked i cooked naked 1 ate naked i drove him around naked i waited in the railroad car naked'],0,1,0,0,2
eng_train_track_b_00424_aug,['iodin didnt mind because the track be awesome and i wasnt likewise tired unity but had a huge blister on my thumb'],0,0,1,0,0
eng_train_track_b_00425_aug,['the wind instrument was in my face and my nose was dusty'],0,1,0,0,0
eng_train_track_b_00426_aug,['my gramps was a knifelike hunter'],0,0,0,0,0
eng_train_track_b_00427_aug,['several bee cause managed to get through right through the gloves but i know in that location must give been more since i think single must have put my hand right into the spinning top of the nesti tried some vinegar to ease the botheration no luck'],0,2,0,0,0
eng_train_track_b_00428_aug,['barbell rows half dozen x 4 x 185 the ssb dead tore up my back'],0,0,0,1,0
eng_train_track_b_00429_aug,['totally creeped me stunned'],0,3,0,0,1
eng_train_track_b_00430_aug,['there be something about the way it was moving that didnt look or feel ripe'],0,2,0,0,1
eng_train_track_b_00431_aug,['we all decided to calm down we think that information technology was plausibly something when your phone activates something thats all'],0,1,0,0,1
eng_train_track_b_00432_aug,['you can move it'],0,0,0,0,0
eng_train_track_b_00433_aug,['sometimes the two colide so well together my business firm turn every bit much of a mess as my heading is and its emberassing to show'],0,1,0,1,0
eng_train_track_b_00434_aug,['once that whole affair make up all complete and done with my nose began to tickle uncontrollably'],0,0,0,0,0
eng_train_track_b_00435_aug,['ace was rhapsodic but the joy was fleeting'],0,0,3,1,0
eng_train_track_b_00436_aug,['within a minute my arm had swollen upward it was sore and bruise'],0,2,0,1,0
eng_train_track_b_00437_aug,['my paw shook on the trigger as the sight of my rifle fell upon my enemy'],0,2,0,0,0
eng_train_track_b_00438_aug,['i have lots of acquaintances and a few people that i hang out with on a regular basis but i still havent found a friend that i actually corresponding a whole lot because after maybe a calendar month or four spot everyone that i fix semiclose to starts to get on my heart'],1,1,0,0,0
eng_train_track_b_00439_aug,['friend is gay one of his freshman roommates try out to kill him by putting isopropyl alcohol in his vodka'],3,3,0,2,2
eng_train_track_b_00440_aug,['with a screech the green witch snatched her broom and fly out her window'],0,1,0,0,2
eng_train_track_b_00441_aug,['the day was red hot and still the air lay close against my fount'],0,0,0,0,0
eng_train_track_b_00442_aug,['not a great first notion but we brush it off'],1,0,1,0,0
eng_train_track_b_00443_aug,['my breadbasket be ichy and achy'],0,1,0,1,0
eng_train_track_b_00444_aug,['he run out of doors with it to find this man at the fanny of our driveway'],0,2,0,0,2
eng_train_track_b_00445_aug,['information technology will not be my dream chore but it volition be okay'],0,0,2,1,0
eng_train_track_b_00446_aug,['i couldnt stop tears'],0,1,0,3,0
eng_train_track_b_00447_aug,['by the time we left bloomingdales iodin could have give way but i genuinely think i was numb from the horrific pain in my foundation'],0,1,0,2,0
eng_train_track_b_00448_aug,['my face was gaunt and thin and my optic sunked in to my head'],0,1,0,3,0
eng_train_track_b_00449_aug,['she close her eyes for a moment the air stinging them'],0,1,0,0,0
eng_train_track_b_00450_aug,['we stop numb in our tracks'],0,3,0,0,2
eng_train_track_b_00451_aug,['my knees place an end to that pretty quickly but not bad for the inaugural time'],0,0,1,0,0
eng_train_track_b_00452_aug,['we send holiday wishes and we have invitation to dinner if ever in the like city never take up i could have gotten impatient and tempestuous about the mix ups but a niggling longanimity and common courtesy has turned him into a friend'],0,0,2,0,0
eng_train_track_b_00453_aug,['pounding my fists and screaming to a god that is not there its sad there had to embody a conflict sad ace had to relax'],3,1,0,3,0
eng_train_track_b_00454_aug,['the feel of rainfall the feel of the drops against my skin all be welcome feelings'],0,0,2,0,0
eng_train_track_b_00455_aug,['by this clip the day was heating up and i tied my cap around my waist'],0,0,0,0,0
eng_train_track_b_00456_aug,['male child was i wrong'],0,1,0,1,2
eng_train_track_b_00457_aug,['at foremost was ok when i permit my sleeve down during duty be like so freaking warm inside my hand please'],0,0,1,0,0
eng_train_track_b_00458_aug,['vomit lots and lots'],0,2,0,0,0
eng_train_track_b_00459_aug,['it felt like someone was nip my nitty gritty'],0,2,0,2,0
eng_train_track_b_00460_aug,['what didnt spirit great was my throat and lungs'],0,1,0,1,0
eng_train_track_b_00461_aug,['when she decided it equal time to go back to my booth i didnt want to entrust and i pretended i didnt sleep with she was asking me to pick up my headway'],0,1,0,1,0
eng_train_track_b_00462_aug,['i heard and felt my rib give where it was recently crack and im pretty certain it crack again'],0,2,0,2,0
eng_train_track_b_00463_aug,['atomic number 2 was my dad'],0,0,0,2,0
eng_train_track_b_00464_aug,['lots of lie deceit and use'],2,2,0,1,0
eng_train_track_b_00465_aug,['the luminance pierce through my one half lidded eyes and i winced squeezing my eye shut once more'],0,2,0,0,0
eng_train_track_b_00466_aug,['he saw blood and said mama'],0,3,0,1,2
eng_train_track_b_00467_aug,['matchless time she showed upward to my door wearing a long coat and nothing but stockings and heels underneath'],0,1,0,0,3
eng_train_track_b_00468_aug,['eventually the cramp went off but left my feet feeling sore and uncomfortable'],0,1,0,1,0
eng_train_track_b_00469_aug,['they wanted to open the femoral artery in my right leg and insert a long thermionic vacuum tube improving towards my heart'],0,2,0,0,0
eng_train_track_b_00470_aug,['my latest conquest thus proud theyd be'],0,0,2,0,0
eng_train_track_b_00471_aug,['my pith shattered into a million little pieces'],0,0,0,3,0
eng_train_track_b_00472_aug,['it hurt thus much'],0,2,0,2,0
eng_train_track_b_00473_aug,['my mouth gets ironical i feel like im not breathe my heart is beat too fast and so my legs starting line spasming shaking just doesnt seem to be the right word'],0,3,0,0,0
eng_train_track_b_00474_aug,['it ended quickly amidst lots of picayune jealousy'],1,0,0,1,0
eng_train_track_b_00475_aug,['when they get back i was sink on the couch with my back to the door playacting on a laptop'],0,0,0,0,0
eng_train_track_b_00476_aug,['i sighed heavily and flipped the blade in my mitt softly pressing the hilt to his brow'],1,1,0,0,0
eng_train_track_b_00477_aug,['the odds comprise phenomenal'],0,0,2,0,1
eng_train_track_b_00478_aug,['a smile spread across my typeface'],0,0,2,0,0
eng_train_track_b_00479_aug,['if your family gets sick please leave your room access open'],0,1,0,0,0
eng_train_track_b_00480_aug,['i bulge out out the political campaign and before too long something caught my eye in the blow'],0,0,0,0,1
eng_train_track_b_00481_aug,['ace walked into the burnt umber shop my eyelids straining to get tabu of my pupils way'],0,1,0,0,0
eng_train_track_b_00482_aug,['my stomach felt a bit queasy all day yesterday so it was unmanageable for me to eat a lot but i make out to sustain half a banana and a caboodle of water straight off after the race'],0,2,0,1,0
eng_train_track_b_00483_aug,['x twenty six nbsp the rocks be so slippery and i kept deform my ankle between rocks'],0,2,0,0,0
eng_train_track_b_00484_aug,['the look of shock on his sugarinfused face will be scorch into my memory board until the end of time'],0,1,0,0,3
eng_train_track_b_00485_aug,['this said brand canceled their declaration with them as good'],0,0,0,1,1
eng_train_track_b_00486_aug,['i would then freeze down with reverence'],0,3,0,0,0
eng_train_track_b_00487_aug,['he didnt yaw'],0,2,0,0,0
eng_train_track_b_00488_aug,['no footprints in the snow no star sign nothing'],0,2,0,1,2
eng_train_track_b_00489_aug,['i couldnt put my finger on information technology'],0,2,0,0,1
eng_train_track_b_00490_aug,['helium let a racoon into our house'],2,2,0,0,2
eng_train_track_b_00491_aug,['this was final year'],0,0,0,0,0
eng_train_track_b_00492_aug,['whats a distinctive possession'],0,0,0,0,1
eng_train_track_b_00493_aug,['im not sure i really even know what the picture show was about by the time information technology was done because my nerves were completely chatoyant'],0,3,0,0,0
eng_train_track_b_00494_aug,['i lav see you i tooshie see you i can see you'],0,2,0,0,2
